"dsc_cidade","populacao"
"Bady Bassitt (SP)","17761"
"Balbinos (SP)","5934"
"Bálsamo (SP)","9139"
"Bananal (SP)","10993"
"Barão de Antonina (SP)","3498"
"Barbosa (SP)","7468"
"Bariri (SP)","35558"
"Barra Bonita (SP)","36126"
"Barra do Chapéu (SP)","5760"
"Barra do Turvo (SP)","7632"
"Barretos (SP)","122833"
"Barrinha (SP)","33180"
"Barueri (SP)","276982"
"Bastos (SP)","20953"
"Batatais (SP)","62980"
"Bauru (SP)","379297"
"Bebedouro (SP)","77555"
"Bento de Abreu (SP)","3005"
"Bernardino de Campos (SP)","11158"
"Bertioga (SP)","64723"
"Bilac (SP)","8117"
"Birigui (SP)","124883"
"Biritiba Mirim (SP)","32936"
"Boa Esperança do Sul (SP)","15018"
"Bocaina (SP)","12452"
"Bofete (SP)","11921"
"Boituva (SP)","62170"
"Bom Jesus dos Perdões (SP)","25985"
"Bom Sucesso de Itararé (SP)","3984"
"Borá (SP)","838"
"Boracéia (SP)","4868"
"Borborema (SP)","16164"
"Borebi (SP)","2683"
"Botucatu (SP)","148130"
"Bragança Paulista (SP)","170533"
"Braúna (SP)","5741"
"Brejo Alegre (SP)","2889"
"Brodowski (SP)","25277"
"Brotas (SP)","24636"
"Buri (SP)","19965"
"Buritama (SP)","17281"
"Buritizal (SP)","4514"
"Cabrália Paulista (SP)","4243"
"Cabreúva (SP)","50429"
"Caçapava (SP)","95018"
"Cachoeira Paulista (SP)","33581"
"Caconde (SP)","19009"
"Cafelândia (SP)","17843"
"Caiabu (SP)","4193"
"Caieiras (SP)","102775"
"Caiuá (SP)","5946"
"Cajamar (SP)","77934"
"Cajati (SP)","28494"
"Cajobi (SP)","10596"
"Cajuru (SP)","26393"
"Campina do Monte Alegre (SP)","6057"
"Campinas (SP)","1213792"
"Campo Limpo Paulista (SP)","85541"
"Campos do Jordão (SP)","52405"
"Campos Novos Paulista (SP)","4997"
"Cananéia (SP)","12541"
"Canas (SP)","5204"
"Cândido Mota (SP)","31346"
"Cândido Rodrigues (SP)","2799"
"Canitar (SP)","5292"
"Capão Bonito (SP)","47118"
"Capela do Alto (SP)","20985"
"Capivari (SP)","56379"
"Caraguatatuba (SP)","123389"
"Carapicuíba (SP)","403183"
"Cardoso (SP)","12349"
"Casa Branca (SP)","30520"
"Cássia dos Coqueiros (SP)","2505"
"Castilho (SP)","21267"
"Catanduva (SP)","122497"
"Catiguá (SP)","7855"
"Cedral (SP)","9346"
"Cerqueira César (SP)","20191"
"Cerquilho (SP)","49802"
"Cesário Lange (SP)","18375"
"Charqueada (SP)","17367"
"Clementina (SP)","8757"
"Colina (SP)","18535"
"Colômbia (SP)","6216"
"Conchal (SP)","28273"
"Conchas (SP)","18019"
"Cordeirópolis (SP)","24826"
"Coroados (SP)","6129"
"Coronel Macedo (SP)","4635"
"Corumbataí (SP)","4064"
"Cosmópolis (SP)","73474"
"Cosmorama (SP)","7298"
"Cotia (SP)","253608"
"Cravinhos (SP)","35579"
"Cristais Paulista (SP)","8718"
"Cruzália (SP)","2046"
"Cruzeiro (SP)","82571"
"Cubatão (SP)","131626"
"Cunha (SP)","21459"
"Descalvado (SP)","33910"
"Diadema (SP)","426757"
"Dirce Reis (SP)","1799"
"Divinolândia (SP)","11086"
"Dobrada (SP)","9010"
"Dois Córregos (SP)","27512"
"Dolcinópolis (SP)","2112"
"Dourado (SP)","8878"
"Dracena (SP)","47043"
"Duartina (SP)","12433"
"Dumont (SP)","10023"
"Echaporã (SP)","6064"
"Eldorado (SP)","15544"
"Elias Fausto (SP)","17936"
"Elisiário (SP)","3697"
"Embaúba (SP)","2449"
"Embu das Artes (SP)","276535"
"Embu-Guaçu (SP)","69901"
"Emilianópolis (SP)","3227"
"Engenheiro Coelho (SP)","21249"
"Espírito Santo do Pinhal (SP)","44471"
"Espírito Santo do Turvo (SP)","4878"
"Estrela d'Oeste (SP)","8419"
"Estrela do Norte (SP)","2770"
"Euclides da Cunha Paulista (SP)","9325"
"Fartura (SP)","16070"
"Fernandópolis (SP)","69402"
"Fernando Prestes (SP)","5794"
"Fernão (SP)","1727"
"Ferraz de Vasconcelos (SP)","196500"
"Flora Rica (SP)","1430"
"Floreal (SP)","2900"
"Flórida Paulista (SP)","14790"
"Florínea (SP)","2653"
"Franca (SP)","355901"
"Francisco Morato (SP)","177633"
"Franco da Rocha (SP)","156492"
"Gabriel Monteiro (SP)","2776"
"Gália (SP)","6482"
"Garça (SP)","44409"
"Gastão Vidigal (SP)","4860"
"Gavião Peixoto (SP)","4815"
"General Salgado (SP)","10862"
"Getulina (SP)","11447"
"Glicério (SP)","4829"
"Guaiçara (SP)","12294"
"Guaimbê (SP)","5785"
"Guaíra (SP)","41040"
"Guapiaçu (SP)","21775"
"Guapiara (SP)","17025"
"Guará (SP)","21308"
"Guaraçaí (SP)","8290"
"Guaraci (SP)","11287"
"Guarani d'Oeste (SP)","1998"
"Guarantã (SP)","6675"
"Guararapes (SP)","33100"
"Guararema (SP)","30136"
"Guaratinguetá (SP)","122505"
"Guareí (SP)","18887"
"Guariba (SP)","40487"
"Guarujá (SP)","322750"
"Guarulhos (SP)","1392121"
"Guatapará (SP)","7709"
"Guzolândia (SP)","5307"
"Herculândia (SP)","9588"
"Holambra (SP)","15272"
"Hortolândia (SP)","234259"
"Iacanga (SP)","11858"
"Iacri (SP)","6295"
"Iaras (SP)","9517"
"Ibaté (SP)","35472"
"Ibirá (SP)","12518"
"Ibirarema (SP)","7841"
"Ibitinga (SP)","60600"
"Ibiúna (SP)","79479"
"Icém (SP)","8304"
"Iepê (SP)","8194"
"Igaraçu do Tietê (SP)","24749"
"Igarapava (SP)","30614"
"Igaratá (SP)","9583"
"Iguape (SP)","30989"
"Ilhabela (SP)","35591"
"Ilha Comprida (SP)","11362"
"Ilha Solteira (SP)","26788"
"Indaiatuba (SP)","256223"
"Indiana (SP)","4879"
"Indiaporã (SP)","3886"
"Inúbia Paulista (SP)","4019"
"Ipaussu (SP)","15069"
"Iperó (SP)","37964"
"Ipeúna (SP)","7687"
"Ipiguá (SP)","5476"
"Iporanga (SP)","4199"
"Ipuã (SP)","16604"
"Iracemápolis (SP)","24614"
"Irapuã (SP)","8048"
"Irapuru (SP)","8325"
"Itaberá (SP)","17480"
"Itaí (SP)","27382"
"Itajobi (SP)","15297"
"Itaju (SP)","3887"
"Itanhaém (SP)","103102"
"Itaoca (SP)","3330"
"Itapecerica da Serra (SP)","177662"
"Itapetininga (SP)","165526"
"Itapeva (SP)","94804"
"Itapevi (SP)","240961"
"Itapira (SP)","75234"
"Itapirapuã Paulista (SP)","4268"
"Itápolis (SP)","43331"
"Itaporanga (SP)","15173"
"Itapuí (SP)","14147"
"Itapura (SP)","4951"
"Itaquaquecetuba (SP)","375011"
"Itararé (SP)","50642"
"Itariri (SP)","17598"
"Itatiba (SP)","122581"
"Itatinga (SP)","20921"
"Itirapina (SP)","18387"
"Itirapuã (SP)","6543"
"Itobi (SP)","7852"
"Itu (SP)","175568"
"Itupeva (SP)","62813"
"Ituverava (SP)","42045"
"Jaborandi (SP)","6946"
"Jaboticabal (SP)","77652"
"Jacareí (SP)","235416"
"Jaci (SP)","7196"
"Jacupiranga (SP)","17889"
"Jaguariúna (SP)","58722"
"Jales (SP)","49201"
"Jambeiro (SP)","6717"
"Jandira (SP)","126356"
"Jardinópolis (SP)","44970"
"Jarinu (SP)","30617"
"Jaú (SP)","151881"
"Jeriquara (SP)","3151"
"Joanópolis (SP)","13338"
"João Ramalho (SP)","4551"
"José Bonifácio (SP)","37366"
"Júlio Mesquita (SP)","4800"
"Jumirim (SP)","3418"
"Jundiaí (SP)","423006"
"Junqueirópolis (SP)","20831"
"Juquiá (SP)","18718"
"Juquitiba (SP)","31646"
"Lagoinha (SP)","4889"
"Laranjal Paulista (SP)","28785"
"Lavínia (SP)","12285"
"Lavrinhas (SP)","7311"
"Leme (SP)","104346"
"Lençóis Paulista (SP)","68990"
"Limeira (SP)","308482"
"Lindóia (SP)","8092"
"Lins (SP)","78503"
"Lorena (SP)","89125"
"Lourdes (SP)","2300"
"Louveira (SP)","49993"
"Lucélia (SP)","21886"
"Lucianópolis (SP)","2403"
"Luís Antônio (SP)","15292"
"Luiziânia (SP)","5855"
"Lupércio (SP)","4596"
"Lutécia (SP)","2636"
"Macatuba (SP)","17214"
"Macaubal (SP)","8147"
"Macedônia (SP)","3692"
"Magda (SP)","3102"
"Mairinque (SP)","47441"
"Mairiporã (SP)","101937"
"Manduri (SP)","9910"
"Marabá Paulista (SP)","5948"
"Maracaí (SP)","14036"
"Marapoama (SP)","3064"
"Mariápolis (SP)","4091"
"Marília (SP)","240590"
"Marinópolis (SP)","2106"
"Martinópolis (SP)","26628"
"Matão (SP)","83626"
"Mauá (SP)","477552"
"Mendonça (SP)","5565"
"Meridiano (SP)","3824"
"Mesópolis (SP)","1905"
"Miguelópolis (SP)","22355"
"Mineiros do Tietê (SP)","12966"
"Miracatu (SP)","19643"
"Mira Estrela (SP)","3106"
"Mirandópolis (SP)","29706"
"Mirante do Paranapanema (SP)","18338"
"Mirassol (SP)","60303"
"Mirassolândia (SP)","4919"
"Mococa (SP)","68980"
"Mogi das Cruzes (SP)","450785"
"Mogi Guaçu (SP)","153033"
"Mogi Mirim (SP)","93650"
"Mombuca (SP)","3508"
"Monções (SP)","2267"
"Mongaguá (SP)","57648"
"Monte Alegre do Sul (SP)","8111"
"Monte Alto (SP)","50772"
"Monte Aprazível (SP)","25373"
"Monte Azul Paulista (SP)","18968"
"Monte Castelo (SP)","4166"
"Monteiro Lobato (SP)","4696"
"Monte Mor (SP)","60754"
"Morro Agudo (SP)","33288"
"Morungaba (SP)","13781"
"Motuca (SP)","4795"
"Murutinga do Sul (SP)","4506"
"Nantes (SP)","3179"
"Narandiba (SP)","4904"
"Natividade da Serra (SP)","6642"
"Nazaré Paulista (SP)","18698"
"Neves Paulista (SP)","8923"
"Nhandeara (SP)","11527"
"Nipoã (SP)","5298"
"Nova Aliança (SP)","7068"
"Nova Campina (SP)","9860"
"Nova Canaã Paulista (SP)","1852"
"Nova Castilho (SP)","1278"
"Nova Europa (SP)","11355"
"Nova Granada (SP)","21689"
"Nova Guataporanga (SP)","2325"
"Nova Independência (SP)","4053"
"Novais (SP)","5945"
"Nova Luzitânia (SP)","4160"
"Nova Odessa (SP)","60956"
"Novo Horizonte (SP)","41414"
"Nuporanga (SP)","7478"
"Ocauçu (SP)","4291"
"Óleo (SP)","2471"
"Olímpia (SP)","55130"
"Onda Verde (SP)","4422"
"Oriente (SP)","6542"
"Orindiúva (SP)","7194"
"Orlândia (SP)","44360"
"Osasco (SP)","699944"
"Oscar Bressane (SP)","2603"
"Osvaldo Cruz (SP)","33000"
"Ourinhos (SP)","114352"
"Ouroeste (SP)","10539"
"Ouro Verde (SP)","8620"
"Pacaembu (SP)","14263"
"Palestina (SP)","13123"
"Palmares Paulista (SP)","13486"
"Palmeira d'Oeste (SP)","9227"
"Palmital (SP)","22272"
"Panorama (SP)","15862"
"Paraguaçu Paulista (SP)","45945"
"Paraibuna (SP)","18263"
"Paraíso (SP)","6496"
"Paranapanema (SP)","20395"
"Paranapuã (SP)","4095"
"Parapuã (SP)","10949"
"Pardinho (SP)","6508"
"Pariquera-Açu (SP)","19723"
"Parisi (SP)","2169"
"Patrocínio Paulista (SP)","14807"
"Paulicéia (SP)","7454"
"Paulínia (SP)","112003"
"Paulistânia (SP)","1834"
"Paulo de Faria (SP)","8959"
"Pederneiras (SP)","47111"
"Pedra Bela (SP)","6110"
"Pedranópolis (SP)","2481"
"Pedregulho (SP)","16811"
"Pedreira (SP)","48463"
"Pedrinhas Paulista (SP)","3101"
"Pedro de Toledo (SP)","11421"
"Penápolis (SP)","63757"
"Pereira Barreto (SP)","25677"
"Pereiras (SP)","8773"
"Peruíbe (SP)","69001"
"Piacatu (SP)","6038"
"Piedade (SP)","55542"
"Pilar do Sul (SP)","29402"
"Pindamonhangaba (SP)","170132"
"Pindorama (SP)","17216"
"Pinhalzinho (SP)","15388"
"Piquerobi (SP)","3699"
"Piquete (SP)","13575"
"Piracaia (SP)","27462"
"Piracicaba (SP)","407252"
"Piraju (SP)","29869"
"Pirajuí (SP)","25719"
"Pirangi (SP)","11471"
"Pirapora do Bom Jesus (SP)","19178"
"Pirapozinho (SP)","27754"
"Pirassununga (SP)","76877"
"Piratininga (SP)","13765"
"Pitangueiras (SP)","40080"
"Planalto (SP)","5304"
"Platina (SP)","3578"
"Poá (SP)","118349"
"Poloni (SP)","6113"
"Pompéia (SP)","22172"
"Pongaí (SP)","3400"
"Pontal (SP)","50852"
"Pontalinda (SP)","4674"
"Pontes Gestal (SP)","2577"
"Populina (SP)","4152"
"Porangaba (SP)","10067"
"Porto Feliz (SP)","53402"
"Porto Ferreira (SP)","56504"
"Potim (SP)","25130"
"Potirendaba (SP)","17516"
"Pracinha (SP)","4212"
"Pradópolis (SP)","21873"
"Praia Grande (SP)","330845"
"Pratânia (SP)","5317"
"Presidente Alves (SP)","4080"
"Presidente Bernardes (SP)","13023"
"Presidente Epitácio (SP)","44389"
"Presidente Prudente (SP)","230371"
"Presidente Venceslau (SP)","39583"
"Promissão (SP)","40828"
"Quadra (SP)","3854"
"Quatá (SP)","14210"
"Queiroz (SP)","3460"
"Queluz (SP)","13606"
"Quintana (SP)","6688"
"Rafard (SP)","9101"
"Rancharia (SP)","29726"
"Redenção da Serra (SP)","3839"
"Regente Feijó (SP)","20394"
"Reginópolis (SP)","9837"
"Registro (SP)","56393"
"Restinga (SP)","7679"
"Ribeira (SP)","3330"
"Ribeirão Bonito (SP)","13299"
"Ribeirão Branco (SP)","16211"
"Ribeirão Corrente (SP)","4752"
"Ribeirão do Sul (SP)","4539"
"Ribeirão dos Índios (SP)","2224"
"Ribeirão Grande (SP)","7679"
"Ribeirão Pires (SP)","124159"
"Ribeirão Preto (SP)","711825"
"Riversul (SP)","5443"
"Rifaina (SP)","3640"
"Rincão (SP)","10812"
"Rinópolis (SP)","9961"
"Rio Claro (SP)","208008"
"Rio das Pedras (SP)","35738"
"Rio Grande da Serra (SP)","51436"
"Riolândia (SP)","12689"
"Rosana (SP)","16281"
"Roseira (SP)","10801"
"Rubiácea (SP)","3162"
"Rubinéia (SP)","3170"
"Sabino (SP)","5614"
"Sagres (SP)","2430"
"Sales (SP)","6407"
"Sales Oliveira (SP)","11998"
"Salesópolis (SP)","17252"
"Salmourão (SP)","5337"
"Saltinho (SP)","8393"
"Salto (SP)","119736"
"Salto de Pirapora (SP)","45860"
"Salto Grande (SP)","9364"
"Sandovalina (SP)","4354"
"Santa Adélia (SP)","15561"
"Santa Albertina (SP)","6022"
"Santa Bárbara d'Oeste (SP)","194390"
"Santa Branca (SP)","14857"
"Santa Clara d'Oeste (SP)","2113"
"Santa Cruz da Conceição (SP)","4544"
"Santa Cruz da Esperança (SP)","2153"
"Santa Cruz das Palmeiras (SP)","34737"
"Santa Cruz do Rio Pardo (SP)","47943"
"Santa Ernestina (SP)","5588"
"Santa Fé do Sul (SP)","32563"
"Santa Gertrudes (SP)","27381"
"Santa Isabel (SP)","57966"
"Santa Lúcia (SP)","8854"
"Santa Maria da Serra (SP)","6236"
"Santa Mercedes (SP)","2943"
"Santana da Ponte Pensa (SP)","1467"
"Santana de Parnaíba (SP)","142301"
"Santa Rita d'Oeste (SP)","2487"
"Santa Rita do Passa Quatro (SP)","27600"
"Santa Rosa de Viterbo (SP)","26753"
"Santa Salete (SP)","1552"
"Santo Anastácio (SP)","20866"
"Santo André (SP)","721368"
"Santo Antônio da Alegria (SP)","6977"
"Santo Antônio de Posse (SP)","23529"
"Santo Antônio do Aracanguá (SP)","8481"
"Santo Antônio do Jardim (SP)","5940"
"Santo Antônio do Pinhal (SP)","6827"
"Santo Expedito (SP)","3135"
"Santópolis do Aguapeí (SP)","4817"
"Santos (SP)","433656"
"São Bento do Sapucaí (SP)","10893"
"São Bernardo do Campo (SP)","844483"
"São Caetano do Sul (SP)","161957"
"São Carlos (SP)","254484"
"São Francisco (SP)","2817"
"São João da Boa Vista (SP)","91771"
"São João das Duas Pontes (SP)","2561"
"São João de Iracema (SP)","1932"
"São João do Pau d'Alho (SP)","2100"
"São Joaquim da Barra (SP)","52319"
"São José da Bela Vista (SP)","8960"
"São José do Barreiro (SP)","4144"
"São José do Rio Pardo (SP)","55124"
"São José do Rio Preto (SP)","464983"
"São José dos Campos (SP)","729737"
"São Lourenço da Serra (SP)","15978"
"São Luiz do Paraitinga (SP)","10690"
"São Manuel (SP)","41123"
"São Miguel Arcanjo (SP)","33002"
"São Paulo (SP)","12325232"
"São Pedro (SP)","35980"
"São Pedro do Turvo (SP)","7696"
"São Roque (SP)","92060"
"São Sebastião (SP)","90328"
"São Sebastião da Grama (SP)","12159"
"São Simão (SP)","15385"
"São Vicente (SP)","368355"
"Sarapuí (SP)","10390"
"Sarutaiá (SP)","3630"
"Sebastianópolis do Sul (SP)","3554"
"Serra Azul (SP)","14981"
"Serrana (SP)","45644"
"Serra Negra (SP)","29452"
"Sertãozinho (SP)","127142"
"Sete Barras (SP)","12780"
"Severínia (SP)","17661"
"Silveiras (SP)","6339"
"Socorro (SP)","41352"
"Sorocaba (SP)","687357"
"Sud Mennucci (SP)","7728"
"Sumaré (SP)","286211"
"Suzano (SP)","300559"
"Suzanápolis (SP)","4014"
"Tabapuã (SP)","12485"
"Tabatinga (SP)","16644"
"Taboão da Serra (SP)","293652"
"Taciba (SP)","6329"
"Taguaí (SP)","14141"
"Taiaçu (SP)","6320"
"Taiúva (SP)","5564"
"Tambaú (SP)","23232"
"Tanabi (SP)","26101"
"Tapiraí (SP)","7766"
"Tapiratiba (SP)","12950"
"Taquaral (SP)","2813"
"Taquaritinga (SP)","57364"
"Taquarituba (SP)","23256"
"Taquarivaí (SP)","5911"
"Tarabai (SP)","7540"
"Tarumã (SP)","15183"
"Tatuí (SP)","122967"
"Taubaté (SP)","317915"
"Tejupá (SP)","4491"
"Teodoro Sampaio (SP)","23273"
"Terra Roxa (SP)","9437"
"Tietê (SP)","42517"
"Timburi (SP)","2652"
"Torre de Pedra (SP)","2422"
"Torrinha (SP)","10056"
"Trabiju (SP)","1738"
"Tremembé (SP)","47714"
"Três Fronteiras (SP)","5832"
"Tuiuti (SP)","6977"
"Tupã (SP)","65570"
"Tupi Paulista (SP)","15583"
"Turiúba (SP)","2020"
"Turmalina (SP)","1696"
"Ubarana (SP)","6400"
"Ubatuba (SP)","91824"
"Ubirajara (SP)","4804"
"Uchoa (SP)","10151"
"União Paulista (SP)","1865"
"Urânia (SP)","9120"
"Uru (SP)","1153"
"Urupês (SP)","13888"
"Valentim Gentil (SP)","13532"
"Valinhos (SP)","131210"
"Valparaíso (SP)","26822"
"Vargem (SP)","10692"
"Vargem Grande do Sul (SP)","43110"
"Vargem Grande Paulista (SP)","53468"
"Várzea Paulista (SP)","123071"
"Vera Cruz (SP)","10823"
"Vinhedo (SP)","80111"
"Viradouro (SP)","19017"
"Vista Alegre do Alto (SP)","8989"
"Vitória Brasil (SP)","1846"
"Votorantim (SP)","123599"
"Votuporanga (SP)","95338"
"Zacarias (SP)","2752"
"Chavantes (SP)","12418"
"Estiva Gerbi (SP)","11407"
"Abatiá (PR)","7408"
"Adrianópolis (PR)","5857"
"Agudos do Sul (PR)","9470"
"Almirante Tamandaré (PR)","120041"
"Altamira do Paraná (PR)","1682"
"Altônia (PR)","22176"
"Alto Paraná (PR)","14859"
"Alto Piquiri (PR)","9778"
"Alvorada do Sul (PR)","11503"
"Amaporã (PR)","6332"
"Ampére (PR)","19311"
"Anahy (PR)","2788"
"Andirá (PR)","19926"
"Ângulo (PR)","2930"
"Antonina (PR)","18949"
"Antônio Olinto (PR)","7427"
"Apucarana (PR)","136234"
"Arapongas (PR)","124810"
"Arapoti (PR)","28300"
"Arapuã (PR)","3009"
"Araruna (PR)","14000"
"Araucária (PR)","146214"
"Ariranha do Ivaí (PR)","2066"
"Assaí (PR)","14954"
"Assis Chateaubriand (PR)","33340"
"Astorga (PR)","26209"
"Atalaia (PR)","3881"
"Balsa Nova (PR)","13092"
"Bandeirantes (PR)","31211"
"Barbosa Ferraz (PR)","11426"
"Barracão (PR)","10312"
"Barra do Jacaré (PR)","2781"
"Bela Vista da Caroba (PR)","3457"
"Bela Vista do Paraíso (PR)","15399"
"Bituruna (PR)","16400"
"Boa Esperança (PR)","4047"
"Boa Esperança do Iguaçu (PR)","2470"
"Boa Ventura de São Roque (PR)","6365"
"Boa Vista da Aparecida (PR)","7540"
"Bocaiúva do Sul (PR)","13129"
"Bom Jesus do Sul (PR)","3506"
"Bom Sucesso (PR)","7068"
"Bom Sucesso do Sul (PR)","3254"
"Borrazópolis (PR)","6439"
"Braganey (PR)","5382"
"Brasilândia do Sul (PR)","2585"
"Cafeara (PR)","2954"
"Cafelândia (PR)","18456"
"Cafezal do Sul (PR)","4009"
"Califórnia (PR)","8606"
"Cambará (PR)","25466"
"Cambé (PR)","107341"
"Cambira (PR)","7917"
"Campina da Lagoa (PR)","14043"
"Campina do Simão (PR)","3859"
"Campina Grande do Sul (PR)","43685"
"Campo Bonito (PR)","3763"
"Campo do Tenente (PR)","8045"
"Campo Largo (PR)","133865"
"Campo Magro (PR)","29740"
"Campo Mourão (PR)","95488"
"Cândido de Abreu (PR)","14809"
"Candói (PR)","16053"
"Cantagalo (PR)","13329"
"Capanema (PR)","19148"
"Capitão Leônidas Marques (PR)","15834"
"Carambeí (PR)","23825"
"Carlópolis (PR)","14356"
"Cascavel (PR)","332333"
"Castro (PR)","71809"
"Catanduvas (PR)","10167"
"Centenário do Sul (PR)","10764"
"Cerro Azul (PR)","17833"
"Céu Azul (PR)","11819"
"Chopinzinho (PR)","19167"
"Cianorte (PR)","83816"
"Cidade Gaúcha (PR)","12797"
"Clevelândia (PR)","16450"
"Colombo (PR)","246540"
"Colorado (PR)","24145"
"Congonhinhas (PR)","8857"
"Conselheiro Mairinck (PR)","3876"
"Contenda (PR)","18837"
"Corbélia (PR)","17117"
"Cornélio Procópio (PR)","47842"
"Coronel Domingos Soares (PR)","7518"
"Coronel Vivida (PR)","20580"
"Corumbataí do Sul (PR)","3127"
"Cruzeiro do Iguaçu (PR)","4240"
"Cruzeiro do Oeste (PR)","20947"
"Cruzeiro do Sul (PR)","4449"
"Cruz Machado (PR)","18741"
"Cruzmaltina (PR)","2921"
"Curitiba (PR)","1948626"
"Curiúva (PR)","15196"
"Diamante do Norte (PR)","5030"
"Diamante do Sul (PR)","3424"
"Diamante D'Oeste (PR)","5266"
"Dois Vizinhos (PR)","41038"
"Douradina (PR)","8869"
"Doutor Camargo (PR)","5983"
"Enéas Marques (PR)","5933"
"Engenheiro Beltrão (PR)","13981"
"Esperança Nova (PR)","1665"
"Entre Rios do Oeste (PR)","4596"
"Espigão Alto do Iguaçu (PR)","4048"
"Farol (PR)","3041"
"Faxinal (PR)","17316"
"Fazenda Rio Grande (PR)","102004"
"Fênix (PR)","4748"
"Fernandes Pinheiro (PR)","5602"
"Figueira (PR)","7696"
"Floraí (PR)","4906"
"Flor da Serra do Sul (PR)","4603"
"Floresta (PR)","6851"
"Florestópolis (PR)","10453"
"Flórida (PR)","2699"
"Formosa do Oeste (PR)","6460"
"Foz do Iguaçu (PR)","258248"
"Francisco Alves (PR)","5993"
"Francisco Beltrão (PR)","92216"
"Foz do Jordão (PR)","4556"
"General Carneiro (PR)","13685"
"Godoy Moreira (PR)","2898"
"Goioerê (PR)","28808"
"Goioxim (PR)","7053"
"Grandes Rios (PR)","5497"
"Guaíra (PR)","33310"
"Guairaçá (PR)","6609"
"Guamiranga (PR)","8811"
"Guapirama (PR)","3784"
"Guaporema (PR)","2241"
"Guaraci (PR)","5530"
"Guaraniaçu (PR)","12217"
"Guarapuava (PR)","182644"
"Guaraqueçaba (PR)","7594"
"Guaratuba (PR)","37527"
"Honório Serpa (PR)","5119"
"Ibaiti (PR)","31644"
"Ibema (PR)","6370"
"Ibiporã (PR)","55131"
"Icaraíma (PR)","7786"
"Iguaraçu (PR)","4440"
"Iguatu (PR)","2253"
"Imbaú (PR)","13282"
"Imbituva (PR)","32940"
"Inácio Martins (PR)","11121"
"Inajá (PR)","3116"
"Indianópolis (PR)","4465"
"Ipiranga (PR)","15251"
"Iporã (PR)","13782"
"Iracema do Oeste (PR)","2251"
"Irati (PR)","61088"
"Iretama (PR)","10098"
"Itaguajé (PR)","4446"
"Itaipulândia (PR)","11385"
"Itambaracá (PR)","6549"
"Itambé (PR)","6109"
"Itapejara d'Oeste (PR)","12094"
"Itaperuçu (PR)","29070"
"Itaúna do Sul (PR)","2781"
"Ivaí (PR)","13965"
"Ivaiporã (PR)","31935"
"Ivaté (PR)","8240"
"Ivatuba (PR)","3279"
"Jaboti (PR)","5303"
"Jacarezinho (PR)","39322"
"Jaguapitã (PR)","13742"
"Jaguariaíva (PR)","35027"
"Jandaia do Sul (PR)","21230"
"Janiópolis (PR)","5095"
"Japira (PR)","4930"
"Japurá (PR)","9500"
"Jardim Alegre (PR)","11196"
"Jardim Olinda (PR)","1320"
"Jataizinho (PR)","12638"
"Jesuítas (PR)","8330"
"Joaquim Távora (PR)","12009"
"Jundiaí do Sul (PR)","3269"
"Juranda (PR)","7292"
"Jussara (PR)","7041"
"Kaloré (PR)","4047"
"Lapa (PR)","48410"
"Laranjal (PR)","5784"
"Laranjeiras do Sul (PR)","32139"
"Leópolis (PR)","3925"
"Lidianópolis (PR)","3231"
"Lindoeste (PR)","4592"
"Loanda (PR)","23242"
"Lobato (PR)","4819"
"Londrina (PR)","575377"
"Luiziana (PR)","7240"
"Lunardelli (PR)","4744"
"Lupionópolis (PR)","4945"
"Mallet (PR)","13663"
"Mamborê (PR)","13014"
"Mandaguaçu (PR)","23100"
"Mandaguari (PR)","34515"
"Mandirituba (PR)","27315"
"Manfrinópolis (PR)","2506"
"Mangueirinha (PR)","16642"
"Manoel Ribas (PR)","13510"
"Marechal Cândido Rondon (PR)","53495"
"Maria Helena (PR)","5634"
"Marialva (PR)","35804"
"Marilândia do Sul (PR)","8814"
"Marilena (PR)","7084"
"Mariluz (PR)","10336"
"Maringá (PR)","430157"
"Mariópolis (PR)","6632"
"Maripá (PR)","5582"
"Marmeleiro (PR)","14387"
"Marquinho (PR)","4340"
"Marumbi (PR)","4677"
"Matelândia (PR)","18107"
"Matinhos (PR)","35219"
"Mato Rico (PR)","3206"
"Mauá da Serra (PR)","10800"
"Medianeira (PR)","46574"
"Mercedes (PR)","5577"
"Mirador (PR)","2196"
"Miraselva (PR)","1796"
"Missal (PR)","10704"
"Moreira Sales (PR)","12042"
"Morretes (PR)","16446"
"Munhoz de Melo (PR)","4009"
"Nossa Senhora das Graças (PR)","4008"
"Nova Aliança do Ivaí (PR)","1551"
"Nova América da Colina (PR)","3434"
"Nova Aurora (PR)","10299"
"Nova Cantu (PR)","5061"
"Nova Esperança (PR)","27984"
"Nova Esperança do Sudoeste (PR)","5030"
"Nova Fátima (PR)","8136"
"Nova Laranjeiras (PR)","11507"
"Nova Londrina (PR)","13200"
"Nova Olímpia (PR)","5826"
"Nova Santa Bárbara (PR)","4277"
"Nova Santa Rosa (PR)","8266"
"Nova Prata do Iguaçu (PR)","10544"
"Nova Tebas (PR)","5448"
"Novo Itacolomi (PR)","2840"
"Ortigueira (PR)","21960"
"Ourizona (PR)","3425"
"Ouro Verde do Oeste (PR)","6016"
"Paiçandu (PR)","41773"
"Palmas (PR)","51755"
"Palmeira (PR)","33994"
"Palmital (PR)","12960"
"Palotina (PR)","32121"
"Paraíso do Norte (PR)","14023"
"Paranacity (PR)","11580"
"Paranaguá (PR)","156174"
"Paranapoema (PR)","3241"
"Paranavaí (PR)","88922"
